,beer,style,region,manufacturer,brand,fermentation,alcohol,volume,img,price,ingredients,tastes,serve_with,name
Evil-Twin-Hipster-Ale-in-can,"['Светлое', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Американский Эль', 'Американский Светлый Эль']",['США'],Evil Twin,Hipster,['Верховое брожение'],Средний,0.355,../data/images/Evil-Twin-Hipster-Ale-in-can.jpg,Средний,"['хмель', 'ячмень']","['фруктовый', 'цитрусовые', 'легкое', 'солод', 'хмель']","['птица', 'рыба', 'пицца', 'закуски']",Evil Twin Hipster
Omnipollo-Selassie,"['Чёрное', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский Двойной/Имперский ИПА']",['Швеция'],Omnipollo,Selassie,['Верховое брожение'],Крепкий,0.33,../data/images/Omnipollo-Selassie.jpg,Дорогой,"['ячмень', 'хмель', 'кофе']","['шоколад', 'кофе', 'солод', 'сильный', 'горький']","['аперитив', 'десерты', 'дижестив', 'копчености', 'устрицы', 'мясо на гриле', 'шоколад']",Omnipollo Selassie
Amager-Bryghus-Sinner-Series-Sloth,"['Светлое', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Американский Эль', 'Американский Светлый Эль']",['Дания'],Amager Bryghus,Sinner Series,['Верховое брожение'],Средний,0.5,../data/images/Amager-Bryghus-Sinner-Series-Sloth.jpg,Дорогой,"['ячмень', 'хмель']","['цитрусовые', 'тропические фрукты', 'сухой', 'богатый', 'горьковатый', 'хмель']","['птица', 'свинина', 'пицца', 'закуски', 'колбасные изделия']",Amager Bryghus Sinner Series
Omnipollo-Leon,['Янтарное'],"['Эль', 'Бельгийский Светлый Эль', 'Бельгийский/Французский Эль']",['Швеция'],Omnipollo,Leon,['Верховое брожение'],Средний,0.75,../data/images/Omnipollo-Leon.jpg,Дорогой,"['ячмень', 'хмель']","['свежий', 'специи/пряности', 'травы', 'цитрусовые', 'пряный/острый', 'сухой', 'сбалансированный', 'горьковатый', 'сладковатый', 'кислинка']","['аперитив', 'ветчина', 'индейка', 'дижестив', 'копчености', 'голубой сыр', 'сыр Brie', 'кисло-сладкие блюда']",Omnipollo Leon
Bakunin-Marshmallow-IPA,"['Светлое', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский ИПА']","['Россия', 'Санкт-Петербург']",Бакунин,Бакунин,['Верховое брожение'],Средний,0.33,../data/images/Bakunin-Marshmallow-IPA.jpg,Средний,"['ячмень', 'хмель']","['фруктовый', 'ваниль', 'сочный', 'яркий', 'приятный', 'сладковатый', 'кислинка', 'маршмеллоу']","['аперитив', 'пицца', 'закуски', 'дижестив', 'картофель']",Бакунин Бакунин
Evil-Twin-Hop-Flood,"['Коричневое', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Американский Эль', 'Американский Янтарный/Красный Эль']",['США'],Evil Twin,Hop Flood,['Верховое брожение'],Средний,0.355,../data/images/Evil-Twin-Hop-Flood.jpg,Дорогой,"['хмель', 'хмель']","['грейпфрут', 'апельсин', 'солод', 'богатый', 'хвоя', 'хмель']","['мясо', 'птица', 'рыба', 'закуски']",Evil Twin Hop Flood
To-Ol-Black-Baal,"['Чёрное', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский Черный Эль (Черный ИПА)']",['Дания'],To Ol,Black Baal,['Верховое брожение'],Крепкий,0.375,../data/images/To-Ol-Black-Baal.jpg,Средний,"['ячмень', 'хмель', 'кофе']","['кофе', 'солод', 'насыщенный/интенсивный', 'бархатистый', 'сильный', 'мощный', 'горький', 'хмель']","['мясо', 'свинина', 'жареное мясо', 'говядина', 'копчености', 'колбасные изделия']",To Ol Black Baal
7-Fjell-Rundemanen,"['Чёрное', 'Нефильтрованное']","['Эль', 'Американский Эль', 'Американский Стаут']",['Норвегия'],7 Fjell,Rundemanen,['Верховое брожение'],Средний,0.33,../data/images/7-Fjell-Rundemanen.jpg,Средний,"['хмель', 'ячмень', 'рожь']","['шоколад', 'пряный/острый', 'кофе', 'карамель', 'жареные орехи', 'гармоничный', 'сложный']","['мясо', 'десерты', 'сытные блюда', 'шоколад']",7 Fjell Rundemanen
7-Fjell-Bryggeri-Ulriken,"['Янтарное', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский Двойной/Имперский ИПА']",['Норвегия'],7 Fjell,Ulriken,['Верховое брожение'],Средний,0.33,../data/images/7-Fjell-Bryggeri-Ulriken.jpg,Средний,"['ячмень', 'хмель']","['фруктовый', 'сухой', 'яркий', 'солод', 'сбалансированный', 'горький', 'хмель']","['свинина', 'восточная кухня', 'острые/пряные блюда']",7 Fjell Ulriken
To-OL-Kentucky-Uncommon,"['Янтарное', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский Светлый Эль']",['Дания'],To Ol,Kentucky Uncommon,,Средний,0.33,../data/images/To-OL-Kentucky-Uncommon.jpg,Дорогой,"['ячмень', 'хмель', 'кукуруза', 'рожь']","['ягоды', 'сухой', 'яблоки', 'полный', 'мягкий', 'долгий/продолжительный']","['сыры', 'барбекю', 'мясо на гриле']",To Ol Kentucky Uncommon
To-OL-Black-Malts-and-Body-Salts,"['Темное', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский Черный Эль (Черный ИПА)']",['Дания'],To Ol,Black Malts and Body Salts,,Крепкий,0.33,../data/images/To-OL-Black-Malts-and-Body-Salts.jpg,Дорогой,['ячмень'],"['фруктовый', 'округлый', 'сладковатый', 'хмель']","['сыры', 'барбекю', 'мясо на гриле']",To Ol Black Malts and Body Salts
Chimay-Premiere,"['Темное', 'Нефильтрованное']","['Эль', 'Бельгийский/Французский Эль', 'Дубль/дюббель']",['Бельгия'],Bieres de Chimay,Chimay,['Верховое брожение'],Средний,0.75,../data/images/Chimay-Premiere.jpg,Дешевый,"['ячмень', 'хмель', 'пшеница']","['фруктовый', 'ягоды', 'вишня', 'клубника/земляника', 'орехи', 'карамель', 'абрикос', 'сладкий', 'солод', 'полный', 'сбалансированный', 'инжир', 'шелковистый', 'густой']","['сыры', 'закуски', 'шпинат']",Bieres de Chimay Chimay
BrewDog-Arcade-City,"['Чёрное', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский Двойной/Имперский Стаут']",['Шотландия'],BrewDog,BrewDog,['Верховое брожение'],Крепкий,0.33,../data/images/BrewDog-Arcade-City.jpg,Дорогой,"['хмель', 'ячмень', 'пшеница', 'ягоды']","['цветочный', 'шоколад', 'дуб', 'чернослив', 'изюм', 'солод', 'богатый', 'горьковатый', 'клюква', 'сильный']","['мясо', 'зрелые/выдержанные сыры', 'насыщенные блюда']",BrewDog BrewDog
To-OL-Saft-500,"['Красное', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Английский Эль', 'Английский Светлый Эль (ИПА)']",['Дания'],To Ol,To Ol,['Верховое брожение'],Средний,0.5,../data/images/To-OL-Saft-500.jpg,Средний,"['хмель', 'ягоды', 'ячмень']","['черная смородина', 'приятный', 'освежающий', 'хмель']","['аперитив', 'сыры', 'карри', 'мексиканская кухня', 'индийская кухня', 'острые/пряные блюда']",To Ol To Ol
Harviestoun-Ola-Dubh-16,"['Чёрное', 'Фильтрованное']","['Эль', 'Английский Эль', 'Старый Эль']",['Шотландия'],Harviestoun,Ola Dubh,['Верховое брожение'],Средний,0.33,../data/images/Harviestoun-Ola-Dubh-16.jpg,Дорогой,"['хмель', 'ячмень', 'овёс']","['фруктовый', 'дым/копченый', 'мед', 'кофе', 'плотный', 'солод', 'торф', 'богатый']","['десерты', 'выпечка', 'мороженое', 'пудинг']",Harviestoun Ola Dubh
Garage-Bag-Handler-in-can,"['Светлое', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Американский Эль', 'Американский Светлый Эль']","['Испания', 'Каталония']",Garage Beer Co,Bag Handler,['Верховое брожение'],Средний,0.44,../data/images/Garage-Bag-Handler-in-can.jpg,Средний,"['ячмень', 'пшеница', 'хмель']","['цитрусовые', 'тропические фрукты', 'абрикос', 'мягкий', 'горький']","['курица', 'пицца', 'закуски', 'барбекю']",Garage Beer Co Bag Handler
To-Ol-Mr-Pink-2019-Edition,"['Средне-светлое', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Американский Эль', 'Американский Двойной/Имперский ИПА']",['Дания'],To Ol,Mr. Pink,['Верховое брожение'],Средний,0.33,../data/images/To-Ol-Mr-Pink-2019-Edition.jpg,Дорогой,"['ячмень', 'овёс', 'пшеница', 'фрукты', 'цитрусовые', 'хмель']","['фруктовый', 'карамель', 'апельсин', 'цедра', 'горький', 'хмель']","['мясо', 'птица', 'азиатская кухня', 'закуски', 'барбекю', 'острые/пряные блюда']",To Ol Mr. Pink
Cigar-City-Invasion-in-can,"['Средне-светлое', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский ИПА']",['США'],Cigar City,Invasion,['Верховое брожение'],Средний,0.355,../data/images/Cigar-City-Invasion-in-can.jpg,Дорогой,"['ячмень', 'хмель']","['апельсин', 'хлеб', 'солод', 'горьковатый']","['мясо', 'птица', 'рыба', 'пицца', 'гриль', 'закуски', 'острые/пряные блюда']",Cigar City Invasion
Cigar-City-Florida-Cracker-in-can,"['Средне-светлое', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Витбир', 'Бельгийский/Французский Эль']",['США'],Cigar City,Florida Cracker,['Верховое брожение'],Средний,0.355,../data/images/Cigar-City-Florida-Cracker-in-can.jpg,Дешевый,"['ячмень', 'пшеница', 'хмель', 'цедра', 'пряности']","['лимон', 'травы', 'апельсин', 'лайм', 'горьковатый', 'сложный', 'глубокий', 'хмель']","['птица', 'рыба', 'морепродукты/дары моря', 'пицца', 'закуски', 'овощи']",Cigar City Florida Cracker
Van-Honsebrouck-St-Louis-Framboise,"['Темное', 'Малиновое', 'Фильтрованное']","['Эль', 'Ламбик/Фруктовое', 'Бельгийский/Французский Эль']","['Бельгия', 'Фландрия']",Castle Brewery Van Honsebrouck,St Louis,['Верховое брожение'],Легкий,0.375,../data/images/Van-Honsebrouck-St-Louis-Framboise.jpg,Средний,,"['фруктовый', 'малина', 'сладкий', 'приятный', 'сбалансированный', 'долгий/продолжительный']","['десерты', 'дижестив', 'коктейли']",Castle Brewery Van Honsebrouck St Louis
Mikkeller-1000-IBU-in-can,"['Коричневое', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Американский Эль', 'Американский Двойной/Имперский ИПА']",['Дания'],Mikkeller,Mikkeller,['Верховое брожение'],Крепкий,0.5,../data/images/Mikkeller-1000-IBU-in-can.jpg,Средний,"['хмель', 'ячмень']","['трава', 'смола', 'солод', 'мягкий', 'долгий/продолжительный', 'горький', 'хмель']","['белое мясо', 'морепродукты/дары моря', 'снэки']",Mikkeller Mikkeller
Uiltje-Moose-On-The-Loose-in-can,"['Светлое', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Американский Эль', 'Американский ИПА']",['Нидерланды'],Uiltje,Moose On The Loose,['Верховое брожение'],Средний,0.44,../data/images/Uiltje-Moose-On-The-Loose-in-can.jpg,Средний,"['ячмень', 'пшеница', 'овёс', 'хмель']","['сочный', 'цитрусовые', 'экзотические фрукты', 'солод', 'сладковатый']","['мясо', 'птица', 'салат', 'курица', 'молодые сыры', 'сливочный сыр']",Uiltje Moose On The Loose
Gavno-Okologisk-Julebryg,['Коричневое'],"['Эль', 'Бельгийский Крепкий Темный Эль', 'Бельгийский/Французский Эль']",['Дания'],Slotsbryggeriet,Gavno,['Верховое брожение'],Средний,0.5,../data/images/Gavno-Okologisk-Julebryg.jpg,Средний,"['ячмень', 'хмель']","['апельсин', 'насыщенный/интенсивный', 'фенхель', 'кориандр', 'сладковатый']","['мясо', 'выпечка']",Slotsbryggeriet Gavno
Mikkeller-Beer-Geek-Brunch-Weasel,"['Чёрное', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Американский Эль', 'Американский Двойной/Имперский Стаут']",['Дания'],Mikkeller,Beer Geek,['Верховое брожение'],Крепкий,0.33,../data/images/Mikkeller-Beer-Geek-Brunch-Weasel.jpg,Дорогой,"['хмель', 'ячмень']","['шоколад', 'кофе', 'насыщенный/интенсивный', 'горьковатый', 'бархатистый', 'мощный', 'хмель']","['аперитив', 'сыры', 'десерты', 'дижестив', 'стейк', 'барбекю', 'мягкие сыры', 'шоколад']",Mikkeller Beer Geek
7-Fjell-Gamlehaugen,"['Темное', 'Нефильтрованное']","['Эль', 'Английский Эль', 'Старый Эль']",['Норвегия'],7 Fjell,Gamlehaugen,['Верховое брожение'],Крепкий,0.33,../data/images/7-Fjell-Gamlehaugen.jpg,Дорогой,"['хмель', 'ячмень']","['цветочный', 'бисквит', 'карамель', 'кожа', 'сухофрукты', 'солод', 'насыщенный/интенсивный', 'сбалансированный', 'гармоничный', 'долгий/продолжительный', 'коричневый сахар', 'сладковатый', 'вяжущий', 'горький']","['мясо', 'свинина', 'красное мясо', 'сыры', 'дижестив', 'оленина', 'баранина', 'ягнятина', 'сытные блюда']",7 Fjell Gamlehaugen
To-OL-Wit-Or-Witout,"['Светлое', 'Крафтовое']","['Эль', 'Витбир', 'Бельгийский/Французский Эль']",['Дания'],To Ol,Wit Or Witout,,Средний,0.33,../data/images/To-OL-Wit-Or-Witout.jpg,Дорогой,"['ячмень', 'хмель', 'пшеница', 'фрукты']","['цветочный', 'свежий', 'апельсиновая цедра/корка', 'терпкий', 'хмель']","['рыба', 'аперитив', 'дижестив', 'макароны', 'спаржа']",To Ol Wit Or Witout
L-Abbaye-des-Rocs-Montagnarde-750,"['Коричневое', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Бельгийский Крепкий Темный Эль', 'Бельгийский/Французский Эль']","['Бельгия', 'Валлония']",L'Abbaye des Rocs,Montagnarde,['Верховое брожение'],Крепкий,0.75,../data/images/L-Abbaye-des-Rocs-Montagnarde-750.jpg,Дорогой,"['ячмень', 'хмель']","['фруктовый', 'ваниль', 'выпечка', 'карамель', 'чернослив', 'сухофрукты', 'изюм', 'леденцы', 'долгий/продолжительный', 'сильный', 'горький', 'хмель']","['птица', 'утка', 'гриль', 'закуски', 'тартар', 'барбекю', 'голубой сыр', 'мясо под соусом', 'колбасные изделия', 'острые/пряные блюда']",L'Abbaye des Rocs Montagnarde
Oud-Beersel-Bersalis-Kadet-Oak-Aged-2017,"['Средне-светлое', 'Крафтовое']","['Эль', 'Бельгийский/Французский Эль', 'Сезон/Фермерский эль']","['Бельгия', 'Фландрия']",Oud Beersel,Bersalis,['Натуральное брожение'],Средний,0.375,../data/images/Oud-Beersel-Bersalis-Kadet-Oak-Aged-2017.jpg,Средний,"['ячмень', 'хмель']","['сбалансированный', 'горьковатый', 'кислинка', 'дрожжи']","['мясо', 'птица', 'рыба', 'закуски', 'колбасные изделия']",Oud Beersel Bersalis
La-Trouffette-Rousse,"['Янтарное', 'Нефильтрованное']","['Эль', 'Бельгийский Крепкий Светлый Эль', 'Бельгийский/Французский Эль']",['Бельгия'],Brasserie de Bastogne,La Trouffette,['Верховое брожение'],Средний,0.75,../data/images/La-Trouffette-Rousse.jpg,Средний,"['ячмень', 'хмель', 'фрукты']","['фруктовый', 'специи/пряности', 'карамель', 'насыщенный/интенсивный', 'можжевельник', 'кориандр']","['аперитив', 'сыры', 'закуски', 'дижестив']",Brasserie de Bastogne La Trouffette
Eichbaum-Premium-Beer-in-can-with-mug,"['Светлое', 'Фильтрованное']","['Лагер', 'Дортмундер/Экспорт Лагер', 'Немецкий Лагер']",['Германия'],Eichbaum,Eichbaum,['Низовое брожение'],Средний,0.95,../data/images/Eichbaum-Premium-Beer-in-can-with-mug.jpg,Дешевый,"['ячмень', 'хмель']","['солод', 'насыщенный/интенсивный', 'горьковатый']","['птица', 'рыба', 'сыры', 'моллюски']",Eichbaum Eichbaum
Eichbaum-Festbier-in-can-with-mug,"['Светлое', 'Фильтрованное']","['Лагер', 'Мерцен/Октоберфест', 'Немецкий Лагер']",['Германия'],Eichbaum,Eichbaum,['Низовое брожение'],Средний,0.95,../data/images/Eichbaum-Festbier-in-can-with-mug.jpg,Дешевый,"['ячмень', 'хмель']","['солод', 'мягкий', 'приятный', 'сбалансированный', 'горьковатый', 'хмель']","['птица', 'рыба', 'сыры', 'моллюски']",Eichbaum Eichbaum
Birrificio-del-Ducato-Machete,"['Средне-янтарное', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский Двойной/Имперский ИПА']","['Италия', 'Эмилия-Романья', 'Парма']",Birrificio del Ducato,Machete,['Верховое брожение'],Средний,0.33,../data/images/Birrificio-del-Ducato-Machete.jpg,Дешевый,"['ячмень', 'хмель']","['бальзам', 'смола', 'насыщенный/интенсивный', 'сбалансированный', 'теплый', 'сложный', 'горький', 'устойчивый']","['мясо', 'белое мясо', 'красное мясо', 'паста', 'закуски', 'ризотто', 'овощи', 'колбасные изделия']",Birrificio del Ducato Machete
To-Ol-Nelson-Survin,"['Янтарное', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский Двойной/Имперский ИПА']",['Дания'],To Ol,Nelson Survin,['Верховое брожение'],Крепкий,0.33,../data/images/To-Ol-Nelson-Survin.jpg,Средний,"['хмель', 'ячмень', 'пшеница']","['тропические фрукты', 'виноград', 'кисловатый', 'яркий', 'солод', 'сбалансированный', 'освежающий', 'горьковатый', 'хмель']","['мясо', 'красное мясо', 'восточная кухня', 'азиатская кухня', 'мясо на гриле', 'мясные закуски', 'жареная рыба', 'острые/пряные блюда']",To Ol Nelson Survin
Mikkeller-The-Guide-in-can,"['Средне-светлое', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский ИПА']",['Дания'],Mikkeller,Mikkeller,['Верховое брожение'],Средний,0.44,../data/images/Mikkeller-The-Guide-in-can.jpg,Средний,"['хмель', 'ячмень', 'пшеница', 'овёс']","['сочный', 'тропические фрукты', 'апельсин', 'зерновые', 'горький', 'хмель']","['гриль', 'барбекю', 'карри', 'острые/пряные блюда']",Mikkeller Mikkeller
Rogue-Yellow-Snow,"['Средне-янтарное', 'Нефильтрованное']","['Эль', 'Американский Эль', 'Американский ИПА']","['США', 'Орегон']",Rogue Ales,Yellow Snow,['Верховое брожение'],Средний,0.65,../data/images/Rogue-Yellow-Snow.jpg,Дешевый,"['хмель', 'ячмень']","['цитрусовые', 'сухой', 'смола', 'мята', 'сбалансированный', 'долгий/продолжительный', 'гладкий', 'горький', 'хмель']","['мясо', 'пицца', 'говядина', 'мексиканская кухня', 'острые/пряные блюда']",Rogue Ales Yellow Snow
Jopen-Hoppenbier-750,"['Средне-светлое', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Бельгийский Светлый Эль', 'Бельгийский/Французский Эль']",['Нидерланды'],Jopen,Jopen,['Верховое брожение'],Средний,0.75,../data/images/Jopen-Hoppenbier-750.jpg,Средний,"['хмель', 'ячмень', 'пшеница', 'овёс']","['фруктовый', 'специи/пряности', 'гвоздика', 'солод', 'долгий/продолжительный', 'гладкий', 'хмель', 'лавровый лист']","['мясо', 'птица', 'омар/лобстер', 'аперитив', 'салат', 'курица', 'овощи', 'телятина', 'спаржа']",Jopen Jopen
Hornbeer-Dryhop,"['Светлое', 'Крафтовое', 'Фильтрованное']","['Лагер', 'Американский Лагер', 'Американский Светлый Лагер']",['Дания'],Hornbeer,Hornbeer,['Низовое брожение'],Средний,0.5,../data/images/Hornbeer-Dryhop.jpg,Средний,"['ячмень', 'хмель']","['лимон', 'грейпфрут', 'тропические фрукты', 'сухой', 'приятный', 'освежающий', 'горьковатый', 'хмель']","['аперитив', 'дижестив', 'острые/пряные блюда']",Hornbeer Hornbeer
To-OL-Goliat,"['Очень тёмное', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский Двойной/Имперский Стаут']",['Дания'],To Ol,Goliat (To Ol),,Крепкий,0.375,../data/images/To-OL-Goliat.jpg,Дорогой,"['ячмень', 'хмель']","['кофе', 'темный шоколад', 'полный', 'маслянистый', 'сладковатый', 'шелковистый']","['мясо', 'сыры', 'закуски', 'мясные закуски', 'колбасные изделия']",To Ol Goliat (To Ol)
Val-Dieu-Blonde-750,['Средне-янтарное'],"['Эль', 'Бельгийский Светлый Эль', 'Бельгийский/Французский Эль']",['Бельгия'],Abbaye du Val-Dieu,Val-Dieu,['Верховое брожение'],Средний,0.75,../data/images/Val-Dieu-Blonde-750.jpg,Средний,"['ячмень', 'хмель']","['фруктовый', 'специи/пряности', 'выпечка', 'травы', 'цитрусовые', 'яблоки', 'солод', 'сбалансированный', 'сливочный', 'освежающий', 'горьковатый', 'сладковатый']","['рыба', 'аперитив', 'салат', 'сыры', 'дижестив', 'тайская кухня']",Abbaye du Val-Dieu Val-Dieu
Harviestoun-Ola-Dubh-18,"['Чёрное', 'Фильтрованное']","['Эль', 'Английский Эль', 'Старый Эль']",['Шотландия'],Harviestoun,Ola Dubh,['Верховое брожение'],Средний,0.33,../data/images/Harviestoun-Ola-Dubh-18.jpg,Дорогой,"['хмель', 'ячмень', 'овёс']","['ваниль', 'специи/пряности', 'дуб', 'орехи', 'табак', 'сухофрукты', 'изюм', 'сладкий', 'солод', 'коричневый сахар']",['шоколад'],Harviestoun Ola Dubh
De-Molen-Mooi-Meedogenloos,"['Темное', 'Нефильтрованное']","['Эль', 'Бельгийский/Французский Эль', 'Квадрупель']",['Нидерланды'],De Molen,Mooi & Meedogenloos,['Верховое брожение'],Крепкий,0.33,../data/images/De-Molen-Mooi-Meedogenloos.jpg,Дорогой,"['ячмень', 'хмель']","['дым/копченый', 'специи/пряности', 'тосты', 'виноград', 'сухофрукты', 'финики', 'изюм', 'сбалансированный', 'сливочный', 'инжир', 'ром', 'теплый', 'сложный', 'черные фрукты', 'хмель', 'дрожжи']","['жареное мясо', 'сыры', 'десерты', 'копчености', 'баранина', 'барбекю']",De Molen Mooi & Meedogenloos
Dubuisson-Cuvee-des-Trolls-Tripel,"['Светлое', 'Нефильтрованное']","['Эль', 'Бельгийский/Французский Эль', 'Трипль']","['Бельгия', 'Валлония']",Dubuisson,Cuvee des Trolls,['Верховое брожение'],Средний,0.75,../data/images/Dubuisson-Cuvee-des-Trolls-Tripel.jpg,Средний,"['ячмень', 'хмель']","['мед', 'сухой', 'апельсин', 'сладкий', 'солод', 'зерновые', 'горьковатый', 'гладкий', 'тонкий', 'хмель', 'дрожжи']","['дичь', 'лосось/семга', 'аперитив', 'курица', 'говядина', 'дижестив', 'барбекю', 'мясо диких животных']",Dubuisson Cuvee des Trolls
Omnipollo-Anagram-Blueberry-Cheescake-Stout,"['Чёрное', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский Двойной/Имперский ИПА']",['Швеция'],Omnipollo,Anagram,['Верховое брожение'],Крепкий,0.33,../data/images/Omnipollo-Anagram-Blueberry-Cheescake-Stout.jpg,Дорогой,"['ячмень', 'хмель']","['ваниль', 'шоколад', 'черника', 'карамель', 'солод', 'насыщенный/интенсивный', 'приятный']","['аперитив', 'десерты', 'дижестив', 'выпечка', 'шоколад']",Omnipollo Anagram
Birrificio-del-Ducato-Verdi-Imperial-Stout,"['Чёрное', 'Крафтовое']","['Эль', 'Английский Эль', 'Русский Имперский Стаут']","['Италия', 'Эмилия-Романья', 'Парма']",Birrificio del Ducato,Verdi,['Верховое брожение'],Средний,0.33,../data/images/Birrificio-del-Ducato-Verdi-Imperial-Stout.jpg,Дорогой,"['ячмень', 'овёс', 'хмель']","['шоколад', 'лакрица/лакричник', 'пряный/острый', 'сухой', 'кофе', 'мягкий', 'богатый', 'насыщенный/интенсивный', 'согревающий', 'пикантный']","['голубой сыр', 'торты', 'пирожные', 'шоколад']",Birrificio del Ducato Verdi
Mikkeller-0-IBU-in-can,"['Светлое', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Американский Эль', 'Американский Двойной/Имперский ИПА']",['Дания'],Mikkeller,Mikkeller,['Верховое брожение'],Крепкий,0.5,../data/images/Mikkeller-0-IBU-in-can.jpg,Средний,"['хмель', 'ячмень']","['цитрусовые', 'тропические фрукты', 'фруктовый сироп', 'солод', 'насыщенный/интенсивный', 'терпкий', 'долгий/продолжительный', 'горьковатый', 'сильный', 'сложный', 'горький', 'хмель']","['гриль', 'мясные закуски', 'снэки']",Mikkeller Mikkeller
Birrificio-del-Ducato-Winterlude,"['Янтарное', 'Крафтовое']","['Эль', 'Бельгийский/Французский Эль', 'Трипль']","['Италия', 'Эмилия-Романья', 'Парма']",Birrificio del Ducato,Winterlude,['Верховое брожение'],Крепкий,0.33,../data/images/Birrificio-del-Ducato-Winterlude.jpg,Дорогой,"['хмель', 'ячмень', 'пшеница']","['сухой', 'насыщенный/интенсивный', 'приятный', 'согревающий', 'сладковатый', 'сложный', 'горький']","['паста', 'сыры', 'ризотто', 'жирное мясо', 'мягкие сыры', 'кондитерские изделия']",Birrificio del Ducato Winterlude
Evil-Twin-Yin,"['Чёрное', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский Двойной/Имперский Стаут']",['США'],Evil Twin,Yin,['Верховое брожение'],Крепкий,0.355,../data/images/Evil-Twin-Yin.jpg,Дорогой,"['хмель', 'ячмень']","['шоколад', 'хлеб', 'приятный', 'сбалансированный', 'горьковатый', 'сладковатый', 'хмель']","['мясо', 'сыры', 'стейк', 'шоколад', 'коктейли']",Evil Twin Yin
Evil-Twin-Yang,"['Янтарное', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский Двойной/Имперский ИПА']",['США'],Evil Twin,Yang,['Верховое брожение'],Крепкий,0.355,../data/images/Evil-Twin-Yang.jpg,Средний,"['хмель', 'ячмень']","['фруктовый', 'дым/копченый', 'приятный', 'горьковатый', 'интригующий', 'хмель']","['мясо', 'устрицы', 'голубой сыр', 'коктейли']",Evil Twin Yang
Garage-Sheet-33-in-can,"['Чёрное', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский Портер']","['Испания', 'Каталония']",Garage Beer Co,Sheet 33,['Верховое брожение'],Средний,0.44,../data/images/Garage-Sheet-33-in-can.jpg,Дорогой,"['ячмень', 'хмель']","['ваниль', 'корица', 'полный', 'горьковатый', 'сладковатый', 'строгий']","['птица', 'красное мясо', 'закуски', 'барбекю']",Garage Beer Co Sheet 33
Garage-Dark-Times-Difficult-Places-in-can,"['Средне-светлое', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Немецкий Эль', 'Берлинер Вайсбир']","['Испания', 'Каталония']",Garage Beer Co,Dark Times & Difficult Places,['Верховое брожение'],Средний,0.44,../data/images/Garage-Dark-Times-Difficult-Places-in-can.jpg,Дорогой,"['ячмень', 'пшеница', 'хмель', 'лактоза', 'фрукты', 'ягоды']","['сочный', 'ягоды', 'груша', 'солод', 'освежающий', 'кислинка']","['птица', 'пицца', 'закуски', 'овощи']",Garage Beer Co Dark Times & Difficult Places
Haacht-Charles-Quint-Golden-Blond-750,"['Светлое', 'Фильтрованное']","['Эль', 'Бельгийский Крепкий Светлый Эль', 'Бельгийский/Французский Эль']",['Бельгия'],Haacht,Charles Quint,['Верховое брожение'],Средний,0.75,../data/images/Haacht-Charles-Quint-Golden-Blond-750.jpg,Средний,"['ячмень', 'хмель']","['пряный/острый', 'сухой', 'сладковатый', 'горький']","['птица', 'рыба', 'сыры', 'закуски']",Haacht Charles Quint
Dugges-Sidamo-Dimtu,"['Очень тёмное', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский Двойной/Имперский Стаут']",['Швеция'],Dugges,Sidamo Dimtu,['Верховое брожение'],Крепкий,0.33,../data/images/Dugges-Sidamo-Dimtu.jpg,Дорогой,"['ячмень', 'хмель', 'кофе', 'фрукты']","['шоколад', 'черника', 'кофе', 'сладкий', 'насыщенный/интенсивный', 'приятный', 'горьковатый']","['аперитив', 'десерты', 'дижестив', 'шоколад']",Dugges Sidamo Dimtu
